Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,translated_tweet
Padahal gubernur saat ini Djarot. Mayoritas partai politik di DPRD juga pendukung Ahok Djarot. Payah ya mereka USER URL,1,0,1,0,0,0,0,0,1,1,0,0,"In fact, the current governor is Djarot. The majority of political parties in the DPRD are also supporters of Ahok Djarot. They are pathetic, right? USER URL"
"USER rezim rusak bukan memperbaiki systeamnya malah sibuk cari2 kesalahan klu itu pasti ketemu aja, KPK alatnya, besok pemerintah berganti berulang kembali engah pernah selesai siapapun organisasi, orangnya'",0,0,0,0,0,0,0,0,0,0,0,0,"USER of a corrupt regime, instead of fixing the system, is busy looking for mistakes, if they are found, they will definitely find them, the KPK is the tool, tomorrow the government will change again and again, never mind, whoever the organization or person is, it will never be finished."
"Saat orang orang saling menuding antek aseng, aseng sesungguhnya bertepuk tangan.'",0,0,0,0,0,0,0,0,0,0,0,0,"When people accuse each other of being foreign lackeys, the foreigners are actually clapping their hands.'"
USER Nah loh katanya anti aseng',0,0,0,0,0,0,0,0,0,0,0,0,"USER Well, they say they are anti-smoking"
"Selamat Pak USER Semoga Bisa Terus Berkiprah, Bahkan Tingkat Nasional.",0,0,0,0,0,0,0,0,0,0,0,0,"Congratulations, Mr. USER. Hopefully you can continue to contribute, even at the national level."
#AsyikM3nang saya sih ikut ulama saja,0,0,0,0,0,0,0,0,0,0,0,0,#AsyikM3nang I'd rather just follow the ulama
USER Yang saya ketahui bahwa diketapang banyak tka asing yg berkerja di berbagai perusahaan. Termasuk pt who tambang bouksid yg viral saat pilpres dulu. \nDan bisa jadi ini karena kerja sama tsb terjadi di era gubernur cornelis dan wakilnya ora,0,0,0,0,0,0,0,0,0,0,0,0,"USER What I know is that in Ketapang there are many foreign workers who work in various companies. Including PT WHO, the bouxid mine that went viral during the presidential election. And it could be because the cooperation occurred during the era of Governor Cornelis and his deputy, Ora"
USER Anak pecun... ga jauh2 dr hobi zina.. haha',1,1,1,0,0,0,0,1,0,1,0,0,USER Child of a loser... not far from the hobby of adultery.. haha'
USER QUE BOM SBBSNSN',0,0,0,0,0,0,0,0,0,0,0,0,USER WHO BOM SBBSNSN'
"USER Istirahat aja pak presiden momentum sudah berlalu, saya pernah jadi saksi telinga dan mata awal rapat pembentukan PD di Pacitan tahun 2003",0,0,0,0,0,0,0,0,0,0,0,0,"USER Just take a rest, Mr. President, the momentum has passed. I was once an eye and ear witness to the initial meeting to form the PD in Pacitan in 2003."
"Pada 1979, House Select Committee on Assassinations (HSCA) menemukan cacat investigasi yang dilakukan FBI dan Warren Commission. HSCA juga menyimpulkan ada empat tembakan yang dilakukan dan kemungkinan terdapat konspirasi di dalamnya.'",0,0,0,0,0,0,0,0,0,0,0,0,"In 1979, the House Select Committee on Assassinations (HSCA) found the FBI and Warren Commission investigations to be flawed. The HSCA also concluded that four shots were fired and that there was a possible conspiracy.'"
"USER Tak terasa genap 1 tahun mendatang 17 April 2018 akan digelar Hajatan pilpres, acara tahunan Negara Indonesia untuk memilih Presiden. Semoga senantiasa berjalan aman dan lancar. Amin.",0,0,0,0,0,0,0,0,0,0,0,0,"USER It's been exactly 1 year since April 17, 2018, the Presidential Election, an annual event for the Republic of Indonesia to elect the President, will be held. Hopefully it will always run safely and smoothly. Amen."
USER Ian pantat',0,1,0,0,0,0,0,0,0,0,0,0,USER Ian ass'
"USER USER Ngakunya org pintar dan beragama, emangnya agama mana yg memperbolehkan menista dan menghujat org lain???. Jgnkan orang bodoh, org yg ( maaf) sejak lahir idiot sekalipun dia, kita hrs hargain sebagai sesama ciptaan Tuhan. Ingat : iblis itu juga pintar dan sangat licik!!!'",0,1,0,0,0,0,0,0,0,0,0,0,"USER USER Claiming to be smart and religious, which religion allows insulting and blaspheming others???. Never mind stupid people, even people who are (sorry) idiots since birth, we must respect them as fellow creations of God. Remember: the devil is also smart and very cunning!!!'"
Pendaftaran Capres untuk #Pilpres2019 saja belum dibuka sampai Agustus 2018...yang normatif begini politikus PDIP masih belum paham? #2019GantiPresiden !!,1,0,0,1,0,0,0,0,1,0,1,0,Presidential Candidate Registration for #Pilpres2019 has not been opened until August 2018... PDIP politicians still don't understand this normative thing? #2019GantiPresiden !!
Si tolol udah tau pemerintah rezim komunis ini bobrok koruptor bisa pimpinan sidang DPR paya cebong URL,1,1,1,0,0,1,0,0,0,1,0,0,"The idiot already knows that this communist regime government is corrupt and corrupt, the leader of the DPR session is like a cebong URL"
dari dulu kenapa bapak w kalau ke mantan mantan w selalu mgerasa sedih ampe kepikiran dan gabisa tidur lohh?!! dan w ngerasa jadi anak yg brengsek aja gt ke laki2 :)))',0,1,0,0,0,0,0,0,0,0,0,0,"Since long ago, why does my father always feel sad when he sees my exes and can't sleep?!! And I feel like I'm just a jerk to men :)))'"
Cina perusak bangsa!! Usir !! Stuju??,1,0,0,1,0,1,0,0,0,0,0,1,China is destroying the nation!! Banish it!! Agree??
#2019GantiPresiden scra konstitusional hak setiap rakyat woiii!! . Gini nih kalo planga plongo tapi kelakuan otoriter.,1,1,1,0,0,0,0,0,1,1,0,0,#2019ChangePresident constitutionally the right of every citizen woiii!! . This is what happens when you have a blank sign but your behavior is authoritarian.
Mari kita wujudkan Pilkada Kota Bengkulu 2018 aman dan damai.; .; .; coki_adem86 98heruā?¦,0,0,0,0,0,0,0,0,0,0,0,0,Let's make the 2018 Bengkulu City Pilkada safe and peaceful.; .; .; coki_adem86 98heruā?¦
"Mau tanya serius ini sm presiden jokowi======= knp yg ada cm islam nusantara,knp tdk ada kristen nusantara,budha,hindu bahkan kong huchu nusantara???'",0,0,0,0,0,0,0,0,0,0,0,0,"I want to ask President Jokowi this seriously ======= why is there only Islam in the archipelago, why is there no Christianity in the archipelago, Buddhism, Hinduism or even Confucianism in the archipelago???'"
KORSA: Pernyataan Moeldoko Bukti Istana Takut dengan Kebangkitan Umat Islam,0,0,0,0,0,0,0,0,0,0,0,0,KORSA: Moeldoko's Statement Proves Palace is Afraid of Islamic Revival
cowo yang jago drasex mana? sini ngentot sama adek - luvian',0,1,0,0,0,0,0,0,0,0,0,0,which guy is good at drasex? come here and fuck with my sister - luvian'
"USER kroasia itu kapir tauuu,ngapain blajar sm kapir...udh lupa sm kapling sorga??'",1,1,0,1,1,0,0,0,0,0,1,0,"Croatian USERS are pagans, you know, why study with pagans...have you forgotten about the plot of heaven??'"
USER USER loh bukan nya mentri suharto ada yg homo?',1,1,1,0,0,0,0,1,0,1,0,0,"USER USER, isn't there a Suharto minister who is gay?'"
Gue tau loh bukan yang dulu yang masih culun dan cemen semua orang pasti akan berubah perlahan2 entah itu baik / buruk :)',0,0,0,0,0,0,0,0,0,0,0,0,"I know, not the old me who was still nerdy and wimpy, everyone will definitely change slowly, whether it's good or bad :)'"
Pada perang salib dulu itu kerajaan di Afrika terbagi dua yakni Babilonia pemeluk kristen dan Tobaco pemeluk islam',0,0,0,0,0,0,0,0,0,0,0,0,"During the Crusades, the kingdoms in Africa were divided into two, namely Babylonia, which was Christian, and Tobacco, which was Muslim."
"Kejar setorang memang cukup bangsad, mana rupiah turun \xf0\x9f\x98\xa5'",1,1,1,0,0,0,0,0,1,1,0,0,"Chasing someone is indeed quite a bastard, where the rupiah goes down \xf0\x9f\x98\xa5'"
"Moga ini ada tindak lanjutnya!; ; Pelaporan terhadap ?penista agama? Ade Armando akan dilakukan langsung oleh Ketua Umum FPI KH. Shobri Lubis ke Bareskrim Mabes Polri, Gambir, Jakarta Pusat pada Selasa (10/4) pukul 13.00 WIB.; #Perhaps USER;",1,0,1,0,1,0,0,0,0,1,0,0,"Hopefully there will be a follow-up!; ; The reporting of the ""blasphemer"" Ade Armando will be carried out directly by the General Chairperson of the FPI, KH. Shobri Lubis, to the Criminal Investigation Unit of the National Police Headquarters, Gambir, Central Jakarta on Tuesday (10/4) at 13.00 WIB.; #Perhaps USER;"
USER USER USER USER USER USER USER USER Bangke.. hajar!!!!',1,1,1,0,0,0,0,0,1,0,0,1,USER USER USER USER USER USER USER USER Bangke.. beat!!!!'
USER USER USER .\nOnta mati klo kebanyakan Minum',1,0,0,1,0,0,0,0,1,0,1,0,USER USER USER .\nCamels die if they drink too much'
URL Ahok tng mrka trus was-was hdpnya USER USER USER USER USER USER USER,1,0,1,0,0,0,0,0,1,1,0,0,URL Ahok says they're worried about their phone USER USER USER USER USER USER USER
Itu baru di Sul Teng.. !!!; Ini ekses akibat tersandera hutang china !!!; #2019GantiPresiden; #2019PresidenBaru ; #2019TetapJokowiGanti,1,0,1,0,0,0,0,0,1,1,0,0,That's just in Sul Teng..!!!; This is the excess of being held hostage by Chinese debt!!!; #2019ChangePresident; #2019NewPresident; #2019KeepJokowiChanged
"6. Pride (Yunani; \xe1\xbd\x99\xcf\x80\xce\xb5\xcf\x81\xce\xb7\xcf\x86\xce\xb1\xce\xbd\xce\xaf\xce\xb1-hyper\xc4\x93phania) keangkuhan/harga diri/kesombongan\ndikenal juga dengan sebutan hubris/vanity. harga diri yang tinggi dapat merubah manusia sombong, kesombongan membuat manusia terkutuk dimata tuhan.dan dapat membuat manusia mencintai dirinya sendiri-'",0,0,0,0,0,0,0,0,0,0,0,0,"6. Pride (Greek; \xe1\xbd\x99\xcf\x80\xce\xb5\xcf\x81\xce\xb7\xcf\x86\xce\xb1\xce\xbd\xce\xaf\xce\xb1-hyper\xc4\x93phania) arrogance/self-esteem/conceit\nalso known as hubris/vanity. High self-esteem can change a person to be arrogant, arrogance makes a person cursed in the eyes of God. and can make a person love himself-'"
"Aku bertanya tujuan pada hati\nLogikaku yg menjawab \nTapi hati tak tenang\nAku bertanya pada logika \nHatiku sedih \nKu cari jawaban dalam wasiat yg Beliau tinggalkan. \nDan aku mulai menjadi terasing dan asing di mata manusia. \nTak apa duhai diri, ada",0,0,0,0,0,0,0,0,0,0,0,0,"I asked my heart for its purpose\nMy logic answered\nBut my heart was not at peace\nI asked logic\nMy heart was sad\nI looked for the answer in the will that He left behind.\nAnd I began to become alienated and foreign in the eyes of humans.\nIt's okay, O self, there is"
USER Tak hanya kurang bertaji nya kpk era ini...tapi era ini juga komitmen dlm pemberantasan korupsi tdk spt di era Pak sby....,1,0,0,1,0,0,0,0,1,0,1,0,USER Not only is the KPK less sharp in this era... but this era's commitment to eradicating corruption is also not like in the era of Mr. SBY....
RT USER: Admin tolol di partai tolol\nPartai Tolol untuk orang Tolol',1,1,0,1,0,0,0,0,1,0,1,0,RT USER: Stupid admin in a stupid party\nStupid Party for Stupid people'
"RT USER: Ayu Ting Ting Goyang Hot Dekat Raffi Ahmad, Nagita Slavina: Kampungan, Norak URL",0,1,0,0,0,0,0,0,0,0,0,0,"RT USER: Ayu Ting Ting Dances Hot Near Raffi Ahmad, Nagita Slavina: Rustic, Tacky URL"
Video ttg TKA dibuat oleh Malaysia tapi mengutip pernyataan saya di USER,0,0,0,0,0,0,0,0,0,0,0,0,The video about TKA was made by Malaysia but quoted my statement in USER
PPP: Jangan Buru-buru Tolak Wacana Pilkada LewatĀ DPRD,0,0,0,0,0,0,0,0,0,0,0,0,PPP: Don't Rush to Reject Regional Election Discourse Through DPRD
"Random pagi2 ada Bapak2 nyamperin ke meja kerja trus nanya ""pake bedak apa sih biar mukanya bersih, istri saya butek soalnya""\nIngin ku jawab pake air wudhu tapi ku Kristen.'",0,0,0,0,0,0,0,0,0,0,0,0,"Randomly this morning, a man came to my desk and asked, ""What kind of powder do you use to keep your face clean? My wife's face is dull."" I wanted to answer, ""Use ablution water, but I'm a Christian."""
USER USER KO GUA KAMPRET',0,1,0,0,0,0,0,0,0,0,0,0,"USER USER, YOU ARE A SHIT'"
Memek lonte pengen disodok kontol gede',0,1,0,0,0,0,0,0,0,0,0,0,The slut's pussy wants to be poked by a big cock'
Jokowi aja yg mundur. USER tutup. URL,1,0,1,0,0,0,0,0,1,1,0,0,Jokowi is the one who resigns. USER close. URL
"USER Ngomong opo itu.mulut kok seperti banci...beli kaca dulu lihat dirimu,. Broo'",1,1,1,0,0,0,0,1,0,1,0,0,"USER What are you talking about? Your mouth sounds like a sissy... buy a mirror first and look at yourself, bro."
USER Ada amin rasis.\nAda amat dani\nAda ratna si paiiit.\nAda si onta.\nAda si lobang anus.\nJdi jngan takut wo wo..\nKehabisan obat penenang yh.',1,1,1,0,0,0,0,0,1,1,0,0,"USER There is a racist amin.\nThere is amat dani\nThere is ratna the bitter.\nThere is the camel.\nThere is the anus.\nSo don't be afraid, wo wo..\nRunning out of sedatives, huh.'"
USER Tunggu komando IMAM BEJAT CABUL USER . TAIK BEER \xf0\x9f\x8d\xba\n\nApe2 bawa ULAMA...\nDASAR Banj SEMPAK',1,1,1,0,0,0,0,1,0,1,0,0,USER Wait for the command of USER'S LIVID PRIEST. TAIK BEER \xf0\x9f\x8d\xba\n\nApe2 bring ULAMA...\nBASIC Banj SEMPAK'
Kabinet berantakan \nPemecah belah persatuan hanya ad di rezim ini',1,0,0,1,0,0,0,0,1,0,1,0,Cabinet in disarray \nThe only thing that divides unity is this regime'
"dih! Ngaku lebih pinter dr orang politik, NGACA DULU WOYY tampang loe aja k\xc3\xa6k orang BEGO!!! USER ckakakakak'",1,1,1,0,0,0,1,0,0,1,0,0,"ugh! Claiming to be smarter than political people, I WOULD WOULD LOOK LIKE YOU ARE STUPID PEOPLE!!! USER kakakakak'"
"#PDIPerjuanganMenang Dengan menekan perusahaan tambang dgn target proyek yang impossible, lalu dilelang murah pada antek Cina. NTB contoh kasus. PDIP mau menang? Dasar bajingan'",1,1,0,1,0,0,0,0,1,0,1,0,"#PDIPPerjuanganMenang By pressuring mining companies with impossible project targets, then auctioning them cheaply to Chinese lackeys. NTB is an example of a case. PDIP wants to win? Bastards'"
USER USER ga caya sama mulut buaya mu bwang',1,1,1,0,0,0,0,0,1,1,0,0,"USER USER doesn't believe your crocodile mouth, bro."
"2019, jika SBY + PRABOWO menyatu melawan MEGA + JOKOWI , maka peristiwa 2004 akan terulang dimana PDIP yg Incumbent dikalahkan mutlak oleh SBY. ; ; Tp jk JKW+MEGA+SBY melawan PRABOWO, mk Pilpres selesai sudah. ; ; Jk 3 Poros di Pilpres, mk salah satu Lawan",0,0,0,0,0,0,0,0,0,0,0,0,"2019, if SBY + PRABOWO unite against MEGA + JOKOWI, then the 2004 incident will repeat itself where the incumbent PDIP was defeated absolutely by SBY. ; ; But if JKW + MEGA + SBY fight PRABOWO, then the presidential election is over. ; ; If 3 Axis in the presidential election, then one of the opponents"
RT USER USER Jangan kayak BANCI KALENG kamu GATOT sering buat Gaduh gentleman lah MUNDUR siap bersaing di pemilihan presidens 2019 melawan Jokowi,1,1,1,0,0,0,0,1,0,1,0,0,"RT USER USER Don't be like a TIN SISSY, you GATOT often cause trouble, be a gentleman, RETREAT, ready to compete in the 2019 presidential election against Jokowi"
bebal...,0,0,0,0,0,0,0,0,0,0,0,0,stupid...
"5. Yang terakhir karena Indonesia negara dengan populasi muslim terbesar di dunia, yang mana Islam saat ini merupakan musuh barat &amp; Komunis karena dapat menghambat agenda dan kepentingan mereka.(Obviously)'",0,0,0,0,0,0,0,0,0,0,0,0,"5. The last one is because Indonesia is the country with the largest Muslim population in the world, where Islam is currently the enemy of the West & Communism because it can hinder their agenda and interests. (Obviously)'"
USER USER umuh &gt; persib\npersib kunyuk!!!!\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82',1,1,0,1,0,0,0,0,1,0,1,0,USER USER general &gt; persib\npersib kunyuk!!!!\n\xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82'
USER USER Buat film muslim pilih ahok mati nggak di sholatin......; dijamin laris ......,1,0,1,0,0,0,0,0,1,1,0,0,"USER USER Make a Muslim film, choose Ahok to die and not be prayed for......; guaranteed to sell well......"
"tapi banu banu Yahudi itu tentu beda dgn banu banu Kristen Syriac. salah satu perbedaan ad banu Yahudi tetep pake ""eloah/ elohim/ yahwe/"" sedangkan Syriac sudah pake ""alah/ allah""'",0,0,0,0,0,0,0,0,0,0,0,0,"but the Jewish people are certainly different from the Syriac Christian people. One of the differences is that Jews still use ""eloah/ elohim/ yahwe/"" while Syriacs already use ""alah/ allah""'"
USER Eh kenapa muka merah2 tu? Tak dpt cendol ke? Bukan la setan cuaca skrg ni panas.',0,1,0,0,0,0,0,0,0,0,0,0,"USER Hey, why is your face so red? Can't get cendol? It's not the devil, the weather is hot now."""
Pemberitaan saracen diframing katak seakan tim prabowo dan anies-sandi. Seberulnya itu media menumpahkan sakit hati katak dan cebong. *Ehe,1,1,0,1,0,0,0,0,1,0,1,0,"Saracen news is framed as frogs as if they are Prabowo and Anies-Sandi's team. In fact, the media is pouring out the heartache of frogs and cebong. *Ehe"
"Giat Bhabinkamtibmas Brigpol Mbs Sihombing pd hari ini, Rabu 11 April 2018 melaks sambang desa dan tatap muka sekaligus monitoring Kamtibmas menuju Pilkada 2018 di Desa Lobusiregar I, tepatnya dirumah Rudi Panjaitan, Helman Siahaan dan Hotman Siahaan",0,0,0,0,0,0,0,0,0,0,0,0,"Today, Wednesday, April 11, 2018, the Bhabinkamtibmas Brigpol Mbs Sihombing conducted a village visit and face-to-face meeting as well as monitoring of Kamtibmas towards the 2018 Pilkada in Lobusiregar I Village, precisely at the homes of Rudi Panjaitan, Helman Siahaan and Hotman Siahaan."
Syg bgt ya ngeliat perempuan kyk gini... Gak ada status apa2 tp udah nemplok sm laki-laki sana sini. Haduh....\nNagita Slavina Blak-blakan Sebut Ayu Ting Ting Kampungan \xe2\x80\x93 VIVA URL,0,1,0,0,0,0,0,0,0,0,0,0,It's such a shame to see a woman like this... She doesn't have any status but she's already stuck with men here and there. Oh dear....\nNagita Slavina Openly Calls Ayu Ting Ting a Country Woman \xe2\x80\x93 VIVA URL
USER Jgn lupa juga kang.... Umat katolik dan minorutas lainnya diperhatika. Gubernur untuk semua golongan bukan satu golongan.',0,0,0,0,0,0,0,0,0,0,0,0,"USER Don't forget too, bro.... Catholics and other minorities are taken into account. The governor is for all groups, not just one group.'"
USER USER USER USER Kan ane bukan cebong udeh dibilangin dari maren masih ngeyel\nSitu maksa ane jadi cebong?',1,1,1,0,0,0,0,0,1,1,0,0,"USER USER USER USER I'm not a tadpole, I've been told since Maren that I'm still annoying\nIs that forcing me to be a tadpole?'"
"USER Kelemahan gerindra itu ada di orang ini,...Prabowo turun elektabilitasnya karena CONGOR fadlizon spt DURNO'",1,1,1,0,0,0,0,0,1,1,0,0,"USER Gerindra's weakness lies in this person,... Prabowo's electability has dropped because of CONGOR Fadlizon like DURNO'"
"Selamat Hari Kartini, setiap kali selalu dirayakan, lalu apa maknanya kali ini š?¤?",0,0,0,0,0,0,0,0,0,0,0,0,"Happy Kartini Day, it is always celebrated every time, so what is the meaning this time š?¤?"
"Foto memang bisu ,tpi memiliki banyak arti yg sush diartikan,sma seperti kamu susah diartikan,mau putus atau lanjut ?'",0,0,0,0,0,0,0,0,0,0,0,0,"Photos are indeed silent, but they have many meanings that are difficult to interpret, just like you are difficult to interpret, do you want to break up or continue?'"
